behavior_session_id,equipment_name,genotype,mouse_id,sex,age_in_days,session_number,prior_exposures_to_session_type,prior_exposures_to_image_set,prior_exposures_to_omissions,ecephys_session_id,date_of_acquisition,session_type,image_set,file_id
1025591523,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,160,6,0,0,0,,2020-05-22 12:09:24.192000+00:00,TRAINING_3_images_G_10uL_reward,G,1058
1030951990,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,188,23,14,17,0,,2020-06-19 13:14:43.356000+00:00,TRAINING_4_images_G_training_7uL_reward,G,1059
1035124076,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,208,36,11,30,0,,2020-07-09 12:43:18.703000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1060
1039071991,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,227,46,21,40,0,,2020-07-28 13:01:26.588000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1061
1042581390,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,242,55,30,49,0,,2020-08-12 13:22:29.982000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1062
1036458335,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,214,40,15,34,0,,2020-07-15 12:39:07.328000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1063
1034501580,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,205,33,8,27,0,,2020-07-06 12:22:40.172000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1064
1029238499,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,179,17,8,11,0,,2020-06-10 13:03:53.467000+00:00,TRAINING_4_images_G_training_7uL_reward,G,1065
1025447251,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,159,5,0,,0,,2020-05-21 13:05:55.765000+00:00,TRAINING_2_gratings_flashed_10uL_reward,,1066
1032398796,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,195,28,3,22,0,,2020-06-26 12:53:45.024000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1067
1030676269,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,187,22,13,16,0,,2020-06-18 13:16:37.223000+00:00,TRAINING_4_images_G_training_7uL_reward,G,1068
1024963654,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,156,2,0,,0,,2020-05-18 12:25:18.685000+00:00,TRAINING_1_gratings_10uL_reward,,1069
1026222722,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,164,7,1,1,0,,2020-05-26 12:51:32.950000+00:00,TRAINING_3_images_G_10uL_reward,G,1070
1036274840,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,213,39,14,33,0,,2020-07-14 12:56:36.303000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1071
1043145818,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,244,57,32,51,0,,2020-08-14 13:42:46.166000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1072
1024500979,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,153,1,0,,0,,2020-05-15 14:31:58.582000+00:00,TRAINING_0_gratings_autorewards_15min_0uL_reward,,1073
1025295065,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,158,4,2,,0,,2020-05-20 13:05:09.951000+00:00,TRAINING_1_gratings_10uL_reward,,1074
1026373112,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,165,8,2,2,0,,2020-05-27 12:49:09.794000+00:00,TRAINING_3_images_G_10uL_reward,G,1075
1026560323,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,166,9,0,3,0,,2020-05-28 12:41:47.610000+00:00,TRAINING_4_images_G_training_7uL_reward,G,1076
1026717283,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,167,10,1,4,0,,2020-05-29 12:32:42.095000+00:00,TRAINING_4_images_G_training_7uL_reward,G,1077
1027217657,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,170,11,2,5,0,,2020-06-01 12:35:14.964000+00:00,TRAINING_4_images_G_training_7uL_reward,G,1078
1027517280,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,171,12,3,6,0,,2020-06-02 12:52:20.620000+00:00,TRAINING_4_images_G_training_7uL_reward,G,1079
1027816643,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,172,13,4,7,0,,2020-06-03 12:44:39.283000+00:00,TRAINING_4_images_G_training_7uL_reward,G,1080
