ecephys_session_id,behavior_session_id,date_of_acquisition,equipment_name,session_type,mouse_id,genotype,sex,project_code,age_in_days,unit_count,probe_count,channel_count,structure_acronyms,image_set,prior_exposures_to_image_set,session_number,experience_level,prior_exposures_to_omissions,file_id,abnormal_histology,abnormal_activity
1044385384,1044408432,2020-08-19 14:47:08.574000+00:00,NP.1,EPHYS_1_images_G_5uL_reward,524761,wt/wt,F,NeuropixelVisualBehavior,151,2179,5,1920,"['CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'LGv', 'LP', 'MB', 'MGd', 'MGm', 'MRN', 'POL', 'POST', 'PoT', 'root', 'SCig', 'SGN', 'TH', 'VISal', 'VISl', 'VISp', 'VISpm', 'VISrl', 'ZI']",G,30,1,Familiar,0,870,,
1044594870,1044624428,2020-08-20 15:03:56.422000+00:00,NP.1,EPHYS_1_images_H_5uL_reward,524761,wt/wt,F,NeuropixelVisualBehavior,152,2103,5,1920,"['CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'PIL', 'POL', 'POST', 'PP', 'root', 'SCig', 'SNr', 'TH', 'VISal', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,872,,
1047969464,1048005547,2020-09-02 14:53:14.347000+00:00,NP.1,EPHYS_1_images_G_3uL_reward,509808,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,263,2438,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LGv', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NOT', 'PIL', 'POST', 'PPT', 'root', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl', 'ZI']",G,62,1,Familiar,0,877,,
1047977240,1048009327,2020-09-02 15:15:03.733000+00:00,NP.0,EPHYS_1_images_G_3uL_reward,524925,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,NeuropixelVisualBehavior,165,1856,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NOT', 'PIL', 'POL', 'PoT', 'PP', 'ProS', 'root', 'SGN', 'SPFp', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,51,1,Familiar,0,878,,
1048189115,1048221709,2020-09-03 14:16:57.913000+00:00,NP.1,EPHYS_1_images_H_3uL_reward,509808,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,264,1925,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LGv', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'POST', 'ProS', 'root', 'SCig', 'SCiw', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl', 'ZI']",H,0,2,Novel,1,879,,
1048196054,1048222325,2020-09-03 14:25:07.290000+00:00,NP.0,EPHYS_1_images_H_3uL_reward,524925,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,NeuropixelVisualBehavior,166,2288,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'DT', 'Eth', 'HPF', 'LGd-co', 'LGd-sh', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NOT', 'PIL', 'POL', 'POST', 'PoT', 'PPT', 'ProS', 'root', 'SGN', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,880,,
1049273528,1049299003,2020-09-09 15:04:23.986000+00:00,NP.0,EPHYS_1_images_G_3uL_reward,521466,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,NeuropixelVisualBehavior,193,2165,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LT', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NB', 'NOT', 'PIL', 'POST', 'PP', 'PRE', 'root', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,56,1,Familiar,0,881,,
1049514117,1049542142,2020-09-10 15:11:15.371000+00:00,NP.0,EPHYS_1_images_H_3uL_reward,521466,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,NeuropixelVisualBehavior,194,1925,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LP', 'LT', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NB', 'PIL', 'POL', 'POST', 'PoT', 'PP', 'PRE', 'ProS', 'root', 'SGN', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,882,,
1051155866,1052162536,2020-09-17 15:05:39.665000+00:00,NP.1,EPHYS_1_images_H_3uL_reward,524760,wt/wt,F,NeuropixelVisualBehavior,180,1922,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LGv', 'LP', 'MB', 'MRN', 'POL', 'POST', 'PoT', 'root', 'SCig', 'SGN', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl', 'ZI']",H,0,2,Novel,1,883,,
1052342277,1052374521,2020-09-23 15:34:18.179000+00:00,NP.1,EPHYS_1_images_G_3uL_reward,530862,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,148,1696,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LGv', 'LP', 'MB', 'MRN', 'NOT', 'POL', 'POST', 'PoT', 'root', 'SCig', 'SCiw', 'SGN', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl', 'ZI']",G,32,1,Familiar,0,885,,
1052533639,1052572359,2020-09-24 15:12:13.229000+00:00,NP.1,EPHYS_1_images_H_3uL_reward,530862,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,149,1677,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'IGL', 'LGv', 'LP', 'MB', 'MRN', 'NOT', 'POL', 'POST', 'ProS', 'root', 'SCig', 'SGN', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl', 'ZI']",H,0,2,Novel,1,887,,
1053709239,1053759575,2020-09-30 14:18:11.301000+00:00,NP.0,EPHYS_1_images_G_3uL_reward,532246,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,144,2840,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'LP', 'LT', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NOT', 'PIL', 'POL', 'PoT', 'ProS', 'root', 'SGN', 'SNr', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,26,1,Familiar,0,888,,
1053718935,1053759573,2020-09-30 14:27:36.212000+00:00,NP.1,EPHYS_1_images_G_3uL_reward,527749,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,179,2508,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'DT', 'HPF', 'LGd-co', 'LGd-sh', 'LGv', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'PIL', 'POL', 'POST', 'PoT', 'ProS', 'RN', 'root', 'SGN', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl', 'ZI']",G,46,1,Familiar,0,889,,
1053925378,1053960984,2020-10-01 16:07:18.990000+00:00,NP.0,EPHYS_1_images_H_3uL_reward,532246,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,145,1823,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'LGd-co', 'LGd-ip', 'LGd-sh', 'LP', 'LT', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'PIL', 'POL', 'POST', 'PoT', 'PP', 'PRE', 'ProS', 'root', 'SNr', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,890,,
1053941483,1053960987,2020-10-01 17:03:58.362000+00:00,NP.1,EPHYS_1_images_H_3uL_reward,527749,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,180,1543,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'DT', 'LGv', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'PIL', 'POL', 'PoT', 'root', 'SGN', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl', 'ZI']",H,0,2,Novel,1,891,,
1055221968,1055253879,2020-10-07 14:01:41.373000+00:00,NP.1,EPHYS_1_images_G_3uL_reward,533537,wt/wt,M,NeuropixelVisualBehavior,143,2585,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LP', 'MB', 'MGm', 'MGv', 'MRN', 'POL', 'POST', 'PoT', 'root', 'SCig', 'SGN', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl', 'ZI']",G,34,1,Familiar,0,892,,
1055240613,1055260435,2020-10-07 14:53:34.486000+00:00,NP.0,EPHYS_1_images_G_3uL_reward,533539,wt/wt,F,NeuropixelVisualBehavior,143,2290,6,2304,"['CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LGd-co', 'LGd-sh', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NB', 'NOT', 'PIL', 'POST', 'PoT', 'PRE', 'ProS', 'root', 'SCig', 'SCiw', 'SPFp', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,15,1,Familiar,0,893,,
1055403683,1055431030,2020-10-08 15:12:55.061000+00:00,NP.1,EPHYS_1_images_H_3uL_reward,533537,wt/wt,M,NeuropixelVisualBehavior,144,1569,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'LGv', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'PIL', 'POL', 'POST', 'PoT', 'root', 'SCig', 'SGN', 'SPFp', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl', 'ZI']",H,0,2,Novel,1,894,,
1055415082,1055434752,2020-10-08 15:44:11.498000+00:00,NP.0,EPHYS_1_images_H_3uL_reward,533539,wt/wt,F,NeuropixelVisualBehavior,144,1510,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'grey', 'HPF', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NB', 'PIL', 'POL', 'POST', 'PRE', 'root', 'SCig', 'SCiw', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl', 'ZI']",H,0,2,Novel,1,895,,
1062755779,1062781531,2020-11-11 14:43:02.341000+00:00,NP.1,EPHYS_1_images_G_3uL_reward,541234,wt/wt,M,NeuropixelVisualBehavior,133,2538,6,2304,"['APN', 'APr', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'LGd-co', 'LGd-sh', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NOT', 'PIL', 'POL', 'POST', 'PoT', 'RN', 'root', 'RSPd', 'SCig', 'SCiw', 'SGN', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,22,1,Familiar,0,903,,
1063010385,1063068136,2020-11-12 15:27:33.661000+00:00,NP.1,EPHYS_1_images_H_3uL_reward,541234,wt/wt,M,NeuropixelVisualBehavior,134,1730,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LGd-co', 'LGd-sh', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'PIL', 'POL', 'POST', 'PoT', 'PP', 'root', 'SCig', 'SCiw', 'SGN', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,904,,
1064400234,1064442478,2020-11-18 14:45:26.403000+00:00,NP.1,EPHYS_1_images_G_3uL_reward,544456,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,119,2118,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'Eth', 'HPF', 'LGd-co', 'LGd-sh', 'LGv', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NOT', 'PIL', 'POST', 'root', 'SCig', 'SGN', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl', 'ZI']",G,17,1,Familiar,0,906,,
1064415305,1064445631,2020-11-18 15:13:44.741000+00:00,NP.0,EPHYS_1_images_G_3uL_reward,536480,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,169,2455,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'Eth', 'FF', 'HPF', 'HY', 'LGd-co', 'LGd-sh', 'LP', 'LT', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'PIL', 'POL', 'POST', 'PoT', 'PP', 'PRE', 'ProS', 'RN', 'root', 'SGN', 'SNr', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl', 'ZI']",G,41,1,Familiar,0,907,,
1064639378,1064668541,2020-11-19 15:34:05.797000+00:00,NP.0,EPHYS_1_images_H_3uL_reward,536480,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,170,2320,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'grey', 'HPF', 'LGd-co', 'LGd-sh', 'LP', 'LT', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'PIL', 'POL', 'POST', 'PoT', 'PP', 'PRE', 'root', 'SGN', 'SPFp', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,908,,
1064644573,1064666428,2020-11-19 15:18:01.372000+00:00,NP.1,EPHYS_1_images_H_3uL_reward,544456,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,120,2254,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'Eth', 'HPF', 'LGd-sh', 'LP', 'LT', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NB', 'NOT', 'PIL', 'POL', 'POST', 'ProS', 'root', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,909,,
1065437523,1065499125,2020-11-23 16:05:56.248000+00:00,NP.0,EPHYS_1_images_G_3uL_reward,544358,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,NeuropixelVisualBehavior,125,2404,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LP', 'LT', 'MB', 'MGm', 'MGv', 'MRN', 'NOT', 'PIL', 'POST', 'PoT', 'PP', 'ProS', 'RN', 'root', 'SGN', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,19,1,Familiar,0,910,,
1065449881,1065491938,2020-11-23 15:30:32.449000+00:00,NP.1,EPHYS_1_images_G_3uL_reward,544838,wt/wt,M,NeuropixelVisualBehavior,122,2673,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LGd-co', 'LGd-ip', 'LGd-sh', 'LGv', 'LP', 'MB', 'MGd', 'MGm', 'MRN', 'NB', 'NOT', 'POST', 'PoT', 'PRE', 'ProS', 'RN', 'root', 'SGN', 'SPFp', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl', 'ZI']",G,20,1,Familiar,0,911,,
1065905010,1065929713,2020-11-24 14:21:48.847000+00:00,NP.0,EPHYS_1_images_H_3uL_reward,544358,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,NeuropixelVisualBehavior,126,1998,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LP', 'LT', 'MB', 'MGd', 'MGm', 'MRN', 'NB', 'POL', 'POST', 'PoT', 'PP', 'PRE', 'RN', 'root', 'SGN', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,912,,
1065908084,1065927708,2020-11-24 14:07:51.473000+00:00,NP.1,EPHYS_1_images_H_3uL_reward,544838,wt/wt,M,NeuropixelVisualBehavior,123,2050,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LGd-co', 'LGd-sh', 'LGv', 'LP', 'MB', 'MGd', 'MGm', 'MRN', 'NB', 'NOT', 'POST', 'PoT', 'PRE', 'ProS', 'RN', 'root', 'SGN', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl', 'ZI']",H,0,2,Novel,1,913,,
1067588044,1067611872,2020-12-02 14:30:13.586000+00:00,NP.0,EPHYS_1_images_G_3uL_reward,544836,wt/wt,M,NeuropixelVisualBehavior,131,2551,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'grey', 'HPF', 'LGd-co', 'LGd-sh', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NB', 'NOT', 'PIL', 'POL', 'POST', 'PoT', 'PPT', 'PRE', 'ProS', 'RN', 'root', 'SCig', 'SGN', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,26,1,Familiar,0,914,,
1067781390,1067817036,2020-12-03 14:18:28.693000+00:00,NP.0,EPHYS_1_images_H_3uL_reward,544836,wt/wt,M,NeuropixelVisualBehavior,132,1890,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'DT', 'grey', 'HPF', 'LGd-co', 'LGd-sh', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NOT', 'PIL', 'POL', 'POST', 'PoT', 'PPT', 'PRE', 'ProS', 'RN', 'root', 'SGN', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,915,,
1069461581,1069518782,2020-12-10 14:04:24.701000+00:00,NP.0,EPHYS_1_images_H_3uL_reward,545994,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,131,1886,6,2304,"['grey', 'root', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,920,,
1071300149,1071409007,2020-12-17 14:59:40.168000+00:00,NP.1,EPHYS_1_images_H_3uL_reward,548465,wt/wt,M,NeuropixelVisualBehavior,124,1802,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NB', 'PIL', 'POL', 'POST', 'PRE', 'ProS', 'root', 'SPFp', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,922,,
1081079981,1081118392,2021-02-03 13:49:34.800000+00:00,NP.0,EPHYS_1_images_G_3uL_reward,548720,wt/wt,F,NeuropixelVisualBehavior,170,2331,6,2304,"['APN', 'CA1', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NOT', 'PIL', 'POL', 'POST', 'PPT', 'ProS', 'root', 'SCig', 'SGN', 'SUB', 'VIS', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm']",G,23,1,Familiar,0,934,,
1081090969,1081125370,2021-02-03 14:22:10.165000+00:00,NP.1,EPHYS_1_images_G_3uL_reward,548721,wt/wt,F,NeuropixelVisualBehavior,170,2467,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'Eth', 'FF', 'HPF', 'HY', 'LGd-co', 'LGd-sh', 'LP', 'LT', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NB', 'PIL', 'POL', 'POST', 'PoT', 'PRE', 'root', 'SPFp', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl', 'ZI']",G,23,1,Familiar,0,935,,
1081429294,1081474898,2021-02-04 14:53:48.476000+00:00,NP.0,EPHYS_1_images_H_3uL_reward,548720,wt/wt,F,NeuropixelVisualBehavior,171,1693,6,2304,"['APN', 'CA1', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NOT', 'PIL', 'POL', 'POST', 'PoT', 'PPT', 'ProS', 'RN', 'root', 'SCig', 'SGN', 'SUB', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,937,,
1081431006,1081469485,2021-02-04 14:29:30.513000+00:00,NP.1,EPHYS_1_images_H_3uL_reward,548721,wt/wt,F,NeuropixelVisualBehavior,171,2135,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'Eth', 'HPF', 'LGd-co', 'LGd-sh', 'LP', 'LT', 'MB', 'MGm', 'MGv', 'MRN', 'NB', 'PIL', 'POL', 'POST', 'PoT', 'PP', 'PRE', 'ProS', 'root', 'SGN', 'SNc', 'SNr', 'SPFp', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,938,,
1086200042,1086220230,2021-02-24 14:33:38.933000+00:00,NP.1,EPHYS_1_images_G_3uL_reward,554013,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,NeuropixelVisualBehavior,156,1485,5,1920,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LGv', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NB', 'NOT', 'PIL', 'POST', 'PPT', 'PRE', 'ProS', 'RN', 'root', 'SCig', 'SPFp', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'ZI']",G,18,1,Familiar,0,943,,
1086410738,1086446431,2021-02-25 15:03:47.338000+00:00,NP.1,EPHYS_1_images_H_3uL_reward,554013,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,NeuropixelVisualBehavior,157,1550,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LGd-sh', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NOT', 'POL', 'POST', 'PoT', 'PPT', 'PRE', 'ProS', 'RN', 'root', 'SCig', 'SGN', 'SPFp', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,944,,
1087720624,1087742174,2021-03-03 14:56:36.399000+00:00,NP.0,EPHYS_1_images_G_3uL_reward,556014,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,149,2517,5,1920,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NB', 'NOT', 'POL', 'POST', 'PoT', 'PPT', 'PRE', 'ProS', 'root', 'SNr', 'SUB', 'TH', 'VISal', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,24,1,Familiar,0,946,,
1087992708,1088053452,2021-03-04 14:37:22.912000+00:00,NP.0,EPHYS_1_images_H_3uL_reward,556014,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,150,3043,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'grey', 'HPF', 'LP', 'MB', 'MGd', 'MGm', 'MRN', 'NB', 'NOT', 'POL', 'POST', 'PoT', 'PRE', 'root', 'SNr', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,948,,
1089296550,1089343256,2021-03-10 14:24:06.841000+00:00,NP.0,EPHYS_1_images_G_3uL_reward,556016,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,156,3012,6,2304,"['CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NOT', 'PIL', 'POST', 'PPT', 'PRE', 'ProS', 'RN', 'root', 'RR', 'SCig', 'SCiw', 'SNr', 'VIS', 'VISal', 'VISam', 'VISp', 'VISpm', 'VISrl']",G,21,1,Familiar,0,950,,
1090803859,1090830527,2021-03-17 14:55:00.455000+00:00,NP.1,EPHYS_1_images_G_3uL_reward,553960,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,178,2367,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'FF', 'HPF', 'LGd-co', 'LGd-sh', 'LT', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NB', 'NOT', 'PIL', 'POST', 'PoT', 'PP', 'PPT', 'PRE', 'root', 'SNr', 'SPFp', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl', 'ZI']",G,30,1,Familiar,0,951,,
1091039376,1091068323,2021-03-18 14:09:41.347000+00:00,NP.1,EPHYS_1_images_H_3uL_reward,553960,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,179,1877,6,2304,"['APN', 'CA1', 'CA2', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'LGd-co', 'LGd-ip', 'LGd-sh', 'LT', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NOT', 'PIL', 'POL', 'POST', 'PoT', 'PP', 'root', 'SPFp', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrll']",H,0,2,Novel,1,952,,
